pid,item,item_label,item_text,cell,direction,audience,arm_title,condition_arm,condition,agree_nocue,agree_leader_cue,likertAgree,likertAgree_recoded,party7,republican,ideo7,age_survey,gender,race,education,PK_sum,cue_type
2572,16,Allow affirmative action,Allow the use of affirmative action programs,item16_in_favor,in favor,Republican,Allow affirmative action (in favor),Control,Cue-only,,2.0,2.0,6.0,Lean Republican,1,Conservative,63.0,Male,White / Caucasian,High school graduate,3,one_sided
2572,19,Decrease power of labor unions,Decrease the power of labor unions to help the economy,item19_against,against,Republican,Decrease power of labor unions (against),Decrease power of labor unions (against),Both,,7.0,7.0,7.0,Lean Republican,1,Conservative,63.0,Male,White / Caucasian,High school graduate,3,one_sided
2573,2,Subsidized healthcare for immigrants,Provide illegal immigrants with access to government-subsidized healthcare,item2_in_favor,in favor,Republican,Subsidized healthcare for immigrants (in favor),Subsidized healthcare for immigrants (in favor),Info-only,3.0,,3.0,5.0,Strong Republican,1,Strong conservative,70.0,Female,White / Caucasian,Some college,3,one_sided
2573,9,Require work for Medicaid,Make it a requirement that people work in order to receive Medicaid,item9_against,against,Republican,Require work for Medicaid (against),Control,Cue-only,,1.0,1.0,1.0,Strong Republican,1,Strong conservative,70.0,Female,White / Caucasian,Some college,3,one_sided
2573,11,Illegal to burn U.S. flag,Make it illegal to burn the American flag,item11_against,against,Republican,Illegal to burn U.S. flag (against),Control,Control,7.0,,7.0,7.0,Strong Republican,1,Strong conservative,70.0,Female,White / Caucasian,Some college,3,one_sided
2573,16,Allow affirmative action,Allow the use of affirmative action programs,item16_in_favor,in favor,Republican,Allow affirmative action (in favor),Control,Control,2.0,,2.0,6.0,Strong Republican,1,Strong conservative,70.0,Female,White / Caucasian,Some college,3,one_sided
2573,19,Decrease power of labor unions,Decrease the power of labor unions to help the economy,item19_against,against,Republican,Decrease power of labor unions (against),Decrease power of labor unions (against),Both,,4.0,4.0,4.0,Strong Republican,1,Strong conservative,70.0,Female,White / Caucasian,Some college,3,one_sided
2574,11,Illegal to burn U.S. flag,Make it illegal to burn the American flag,item11_in_favor,in favor,Democrat,Illegal to burn U.S. flag (in favor),Control,Control,6.0,,6.0,2.0,Democrat,0,Lean conservative,18.0,Female,Black / African American,High school graduate,2,one_sided
2574,12,Deny criminals the vote,Deny convicted criminals the right to vote,item12_in_favor,in favor,Democrat,Deny criminals the vote (in favor),Control,Cue-only,,4.0,4.0,4.0,Democrat,0,Lean conservative,18.0,Female,Black / African American,High school graduate,2,one_sided
2574,13,Ban juvenile solitary confinement,Ban the use of solitary confinement for juveniles in prison,item13_against,against,Democrat,Ban juvenile solitary confinement (against),Control,Control,4.0,,4.0,4.0,Democrat,0,Lean conservative,18.0,Female,Black / African American,High school graduate,2,one_sided
2574,14,Minimum sentences for drugs,Allow mandatory minimum prison sentences for people charged with drug possession,item14_against,against,Democrat,Minimum sentences for drugs (against),Control,Control,6.0,,6.0,6.0,Democrat,0,Lean conservative,18.0,Female,Black / African American,High school graduate,2,one_sided
2574,15,Allow enhanced interrogation,"Allow the military to use enhanced interrogation techniques, such as waterboarding, to gain information from suspected terrorists",item15_in_favor,in favor,Democrat,Allow enhanced interrogation (in favor),Allow enhanced interrogation (in favor),Both,,4.0,4.0,4.0,Democrat,0,Lean conservative,18.0,Female,Black / African American,High school graduate,2,one_sided
2575,3,Abolish electoral college,Abolish the electoral college,item3_against,against,Republican,Abolish electoral college (against),Control,Control,7.0,,7.0,7.0,Lean Republican,1,Moderate,72.0,Male,Asian / Asian American,4-year degree,4,one_sided
2575,4,Allow death penalty,Allow the use of the death penalty,item4_against,against,Republican,Allow death penalty (against),Control,Control,6.0,,6.0,6.0,Lean Republican,1,Moderate,72.0,Male,Asian / Asian American,4-year degree,4,one_sided
2575,6,Amnesty for illegal immigrants,Give working illegal immigrants temporary amnesty,item6_in_favor,in favor,Republican,Amnesty for illegal immigrants (in favor),Amnesty for illegal immigrants (in favor),Info-only,6.0,,6.0,2.0,Lean Republican,1,Moderate,72.0,Male,Asian / Asian American,4-year degree,4,one_sided
2575,8,More restrictions at U.S. border,Increase restrictions on current U.S. border security policy,item8_against,against,Republican,More restrictions at U.S. border (against),Control,Control,6.0,,6.0,6.0,Lean Republican,1,Moderate,72.0,Male,Asian / Asian American,4-year degree,4,one_sided
2575,12,Deny criminals the vote,Deny convicted criminals the right to vote,item12_against,against,Republican,Deny criminals the vote (against),Deny criminals the vote (against),Both,,2.0,2.0,2.0,Lean Republican,1,Moderate,72.0,Male,Asian / Asian American,4-year degree,4,one_sided
2576,1,Allow religious denial of service,Allow businesses to deny service to a customer if the request conflicts with the owner's religious beliefs,item1_in_favor,in favor,Democrat,Allow religious denial of service (in favor),Allow religious denial of service (in favor),Both,,6.0,6.0,2.0,Lean Democrat,0,Strong liberal,90.0,Female,White / Caucasian,Postgraduate,3,one_sided
2576,6,Amnesty for illegal immigrants,Give working illegal immigrants temporary amnesty,item6_against,against,Democrat,Amnesty for illegal immigrants (against),Control,Control,5.0,,5.0,5.0,Lean Democrat,0,Strong liberal,90.0,Female,White / Caucasian,Postgraduate,3,one_sided
2576,11,Illegal to burn U.S. flag,Make it illegal to burn the American flag,item11_in_favor,in favor,Democrat,Illegal to burn U.S. flag (in favor),Control,Cue-only,,2.0,2.0,6.0,Lean Democrat,0,Strong liberal,90.0,Female,White / Caucasian,Postgraduate,3,one_sided
2576,16,Allow affirmative action,Allow the use of affirmative action programs,item16_against,against,Democrat,Allow affirmative action (against),Allow affirmative action (against),Info-only,3.0,,3.0,3.0,Lean Democrat,0,Strong liberal,90.0,Female,White / Caucasian,Postgraduate,3,one_sided
2576,24,Private pensions for public workers,"Transition pension plans for federal, state, and local government workers into privately managed accounts",item24_in_favor,in favor,Democrat,Private pensions for public workers (in favor),Private pensions for public workers (in favor),Both,,2.0,2.0,6.0,Lean Democrat,0,Strong liberal,90.0,Female,White / Caucasian,Postgraduate,3,one_sided
2577,1,Allow religious denial of service,Allow businesses to deny service to a customer if the request conflicts with the owner's religious beliefs,item1_in_favor,in favor,Democrat,Allow religious denial of service (in favor),Allow religious denial of service (in favor),Both,,1.0,1.0,7.0,Strong Democrat,0,Strong conservative,43.0,Female,White / Caucasian,4-year degree,0,one_sided
2577,4,Allow death penalty,Allow the use of the death penalty,item4_in_favor,in favor,Democrat,Allow death penalty (in favor),Control,Control,6.0,,6.0,2.0,Strong Democrat,0,Strong conservative,43.0,Female,White / Caucasian,4-year degree,0,one_sided
2577,5,Require women on boards,Make it a requirement for businesses to have women on their board of directors,item5_against,against,Democrat,Require women on boards (against),Require women on boards (against),Info-only,4.0,,4.0,4.0,Strong Democrat,0,Strong conservative,43.0,Female,White / Caucasian,4-year degree,0,one_sided
2577,20,Decrease foreign aid,Decrease U.S. foreign aid spending,item20_in_favor,in favor,Democrat,Decrease foreign aid (in favor),Control,Cue-only,,7.0,7.0,1.0,Strong Democrat,0,Strong conservative,43.0,Female,White / Caucasian,4-year degree,0,one_sided
2577,22,Increase tariffs on Chinese imports,Increase U.S. tariffs on imported products from China,item22_in_favor,in favor,Democrat,Increase tariffs on Chinese imports (in favor),Control,Control,3.0,,3.0,5.0,Strong Democrat,0,Strong conservative,43.0,Female,White / Caucasian,4-year degree,0,one_sided
2578,3,Abolish electoral college,Abolish the electoral college,item3_in_favor,in favor,Democrat,Abolish electoral college (in favor),Control,Cue-only,,7.0,7.0,1.0,Strong Democrat,0,Strong liberal,18.0,Male,White / Caucasian,Some college,3,two_sided
2578,6,Amnesty for illegal immigrants,Give working illegal immigrants temporary amnesty,item6_against,against,Democrat,Amnesty for illegal immigrants (against),Control,Cue-only,,6.0,6.0,6.0,Strong Democrat,0,Strong liberal,18.0,Male,White / Caucasian,Some college,3,two_sided
2578,9,Require work for Medicaid,Make it a requirement that people work in order to receive Medicaid,item9_in_favor,in favor,Democrat,Require work for Medicaid (in favor),Require work for Medicaid (in favor),Info-only,5.0,,5.0,3.0,Strong Democrat,0,Strong liberal,18.0,Male,White / Caucasian,Some college,3,two_sided
2578,18,Military aid to Saudia Arabia,Provide U.S. military aid to Saudi Arabia during its conflict with Yemen,item18_in_favor,in favor,Democrat,Military aid to Saudia Arabia (in favor),Military aid to Saudia Arabia (in favor),Info-only,4.0,,4.0,4.0,Strong Democrat,0,Strong liberal,18.0,Male,White / Caucasian,Some college,3,two_sided
2578,20,Decrease foreign aid,Decrease U.S. foreign aid spending,item20_in_favor,in favor,Democrat,Decrease foreign aid (in favor),Decrease foreign aid (in favor),Info-only,3.0,,3.0,5.0,Strong Democrat,0,Strong liberal,18.0,Male,White / Caucasian,Some college,3,two_sided
2579,2,Subsidized healthcare for immigrants,Provide illegal immigrants with access to government-subsidized healthcare,item2_against,against,Democrat,Subsidized healthcare for immigrants (against),Control,Control,6.0,,6.0,6.0,Strong Democrat,0,Strong liberal,51.0,Female,White / Caucasian,Postgraduate,3,two_sided
2579,15,Allow enhanced interrogation,"Allow the military to use enhanced interrogation techniques, such as waterboarding, to gain information from suspected terrorists",item15_in_favor,in favor,Democrat,Allow enhanced interrogation (in favor),Control,Control,3.0,,3.0,5.0,Strong Democrat,0,Strong liberal,51.0,Female,White / Caucasian,Postgraduate,3,two_sided
2579,16,Allow affirmative action,Allow the use of affirmative action programs,item16_against,against,Democrat,Allow affirmative action (against),Control,Cue-only,,3.0,3.0,3.0,Strong Democrat,0,Strong liberal,51.0,Female,White / Caucasian,Postgraduate,3,two_sided
2579,19,Decrease power of labor unions,Decrease the power of labor unions to help the economy,item19_in_favor,in favor,Democrat,Decrease power of labor unions (in favor),Decrease power of labor unions (in favor),Info-only,3.0,,3.0,5.0,Strong Democrat,0,Strong liberal,51.0,Female,White / Caucasian,Postgraduate,3,two_sided
2579,22,Increase tariffs on Chinese imports,Increase U.S. tariffs on imported products from China,item22_in_favor,in favor,Democrat,Increase tariffs on Chinese imports (in favor),Control,Control,5.0,,5.0,3.0,Strong Democrat,0,Strong liberal,51.0,Female,White / Caucasian,Postgraduate,3,two_sided
2580,1,Allow religious denial of service,Allow businesses to deny service to a customer if the request conflicts with the owner's religious beliefs,item1_against,against,Republican,Allow religious denial of service (against),Allow religious denial of service (against),Info-only,5.0,,5.0,5.0,Lean Republican,1,Conservative,75.0,Male,White / Caucasian,Some college,4,two_sided
2580,4,Allow death penalty,Allow the use of the death penalty,item4_against,against,Republican,Allow death penalty (against),Allow death penalty (against),Both,,6.0,6.0,6.0,Lean Republican,1,Conservative,75.0,Male,White / Caucasian,Some college,4,two_sided
2580,5,Require women on boards,Make it a requirement for businesses to have women on their board of directors,item5_in_favor,in favor,Republican,Require women on boards (in favor),Control,Control,4.0,,4.0,4.0,Lean Republican,1,Conservative,75.0,Male,White / Caucasian,Some college,4,two_sided
2580,15,Allow enhanced interrogation,"Allow the military to use enhanced interrogation techniques, such as waterboarding, to gain information from suspected terrorists",item15_against,against,Republican,Allow enhanced interrogation (against),Control,Cue-only,,5.0,5.0,5.0,Lean Republican,1,Conservative,75.0,Male,White / Caucasian,Some college,4,two_sided
2580,18,Military aid to Saudia Arabia,Provide U.S. military aid to Saudi Arabia during its conflict with Yemen,item18_against,against,Republican,Military aid to Saudia Arabia (against),Military aid to Saudia Arabia (against),Both,,4.0,4.0,4.0,Lean Republican,1,Conservative,75.0,Male,White / Caucasian,Some college,4,two_sided
